train_acc,train_loss,val_acc,val_loss
0.66094,1.1092455,0.8160126582278482,0.5562144
0.8263200000000002,0.50528127,0.8439240506329112,0.45465976
0.85109,0.42536813,0.8563924050632912,0.4117804
0.8640599999999999,0.38033953,0.8634810126582279,0.39825052
0.8721700000000001,0.3520714,0.8596835443037973,0.40982825
0.87876,0.32949904,0.8671518987341773,0.37603754
0.88451,0.3109564,0.8733544303797469,0.36651656
0.89007,0.29278874,0.87626582278481,0.36246526
0.89447,0.27879417,0.8737974683544304,0.35324743
0.89651,0.26797268,0.8736708860759493,0.3712151
0.8998200000000001,0.25581416,0.8743670886075949,0.38237312
0.90425,0.24432574,0.874873417721519,0.37131613
0.9067799999999999,0.23426828,0.879367088607595,0.3688657
0.9102100000000001,0.22593065,0.879620253164557,0.37684867
0.91225,0.2202089,0.8779746835443037,0.39753935
0.9150499999999999,0.21307684,0.8786708860759492,0.39245465
0.91589,0.2088466,0.8781645569620253,0.40076864
0.9186199999999999,0.20108463,0.8705696202531644,0.4129292
0.92016,0.19431773,0.876518987341772,0.41791752
0.9210000000000002,0.1928155,0.8766455696202531,0.4129069
0.9234,0.18418145,0.8784810126582281,0.43744412
0.9250799999999999,0.18120456,0.8780379746835443,0.4348673
0.9269899999999999,0.1755549,0.8753164556962024,0.43316293
0.92823,0.1745466,0.8756329113924052,0.46425793
0.92841,0.17140731,0.8724050632911393,0.4869011
0.9309299999999999,0.16517253,0.8711392405063291,0.48626328
0.9315999999999999,0.16319863,0.875253164556962,0.5001561
0.9335999999999999,0.16138686,0.8695569620253164,0.51301235
0.9351099999999999,0.15742455,0.8728481012658228,0.5107591
0.93476,0.1563399,0.8708860759493672,0.5168131
0.93807,0.15013833,0.8756329113924051,0.5030468
0.93824,0.1467516,0.8705696202531646,0.51820236
0.939,0.14575894,0.8727215189873417,0.5186736
0.93958,0.14688061,0.8683544303797468,0.52799773
0.9413699999999999,0.14332575,0.8694936708860761,0.5507263
0.9429799999999999,0.13725828,0.8745569620253165,0.5453055
0.94395,0.13525829,0.8706962025316455,0.5357048
0.94477,0.1358677,0.8740506329113925,0.56064314
0.94526,0.13298847,0.8729113924050634,0.5690899
0.94658,0.12813774,0.8695569620253165,0.618924
0.9459799999999999,0.13087668,0.8703164556962025,0.56416863
0.9470299999999999,0.12861176,0.8680379746835442,0.627747
0.94768,0.12788777,0.8709493670886077,0.5589388
0.9494400000000001,0.12320379,0.8703164556962026,0.5741378
0.9519099999999999,0.11714215,0.87,0.5658365
0.95163,0.118741125,0.869113924050633,0.65370876
0.95024,0.122091524,0.8682911392405065,0.60811627
0.95312,0.11537046,0.8668987341772152,0.69087225
0.9527899999999999,0.11694954,0.864746835443038,0.64312184
0.9545399999999999,0.11295236,0.8664556962025317,0.6480465
0.95446,0.113123044,0.8641139240506329,0.67478323
0.95433,0.11372131,0.865506329113924,0.63044024
0.95559,0.109688014,0.8674050632911391,0.6682624
0.9558399999999999,0.11032141,0.8658860759493671,0.6570228
0.9576399999999998,0.10474001,0.865506329113924,0.69880366
0.9563499999999999,0.108842954,0.8693670886075948,0.68893623
0.9584900000000001,0.10405241,0.8627215189873418,0.72700995
0.95685,0.10760657,0.8672151898734176,0.7088958
0.9593900000000001,0.10132623,0.8653797468354429,0.72196907
0.9575799999999999,0.10664215,0.8654430379746836,0.6955521
0.96016,0.09940561,0.8666455696202532,0.72172457
0.9594300000000001,0.10393819,0.8675949367088608,0.68051255
0.9595,0.10269224,0.8655696202531645,0.7457565
0.96135,0.09500473,0.8674683544303797,0.76057214
0.9616500000000001,0.095959276,0.8620886075949368,0.72851014
0.96065,0.10070079,0.8658860759493671,0.6994182
0.96299,0.09450588,0.8666455696202532,0.74270386
0.96097,0.09916212,0.8672151898734176,0.7380144
0.9629,0.0935935,0.8672784810126583,0.7453426
0.96304,0.09444269,0.8658860759493671,0.7173597
0.96418,0.091704115,0.8681645569620252,0.7640826
0.96285,0.094571136,0.8666455696202532,0.8052165
0.96382,0.092291996,0.8658227848101266,0.7569937
0.96396,0.09171503,0.865126582278481,0.71806747
0.9662600000000001,0.086464666,0.865126582278481,0.80201954
0.9649,0.09208289,0.8678481012658228,0.73465526
0.9658600000000002,0.088112056,0.865506329113924,0.8142842
0.96602,0.08743137,0.8635443037974684,0.79107195
0.9663700000000002,0.08814661,0.8639240506329112,0.8618085
0.9648300000000001,0.09168041,0.8631012658227848,0.900705
0.9676100000000001,0.08384964,0.8679746835443037,0.92235035
0.9673100000000001,0.08433488,0.8627848101265824,0.7888591
0.9676300000000001,0.08267918,0.8641139240506329,0.8467027
0.9665500000000001,0.08724167,0.8650632911392405,0.8527343
0.9678900000000001,0.0838435,0.8632911392405066,0.7995676
0.96899,0.08172043,0.8615189873417722,0.8768494
0.9697,0.07875573,0.8608227848101265,0.8628877
0.9680400000000001,0.085138075,0.8653164556962027,0.83452696
0.9686,0.0837467,0.8667088607594938,0.80404466
0.9710500000000002,0.076071836,0.8645569620253166,0.9384202
0.9696200000000001,0.08061038,0.8662025316455695,0.8746508
0.97043,0.07746274,0.8615822784810127,0.90222865
0.96982,0.08006488,0.8661392405063291,0.87110025
0.9710200000000001,0.07754567,0.8670886075949367,0.89581144
0.9711900000000002,0.078081354,0.8675949367088607,0.8667002
0.9719300000000001,0.07549173,0.866012658227848,0.8654519
0.9718500000000001,0.07698246,0.8629113924050633,0.8889195
0.9716000000000001,0.07669501,0.8636075949367088,0.88275224
0.9728100000000002,0.07448675,0.8624050632911392,0.8802162
0.9716400000000001,0.07635123,0.8604430379746835,0.86999124
