train_acc,train_loss,val_acc,val_loss
0.45305999999999996,1.960119,0.6691139240506329,1.1112366
0.7077100000000001,0.9586232,0.7537974683544303,0.79881877
0.7610399999999999,0.7607011,0.7822784810126583,0.6835756
0.78744,0.66091704,0.7970253164556961,0.62304723
0.80332,0.6010321,0.8069620253164557,0.57394814
0.81704,0.55879927,0.8286075949367088,0.52162486
0.8266600000000001,0.5244364,0.8231645569620252,0.5224751
0.83313,0.49843377,0.8409493670886076,0.46930358
0.83921,0.481633,0.8427215189873416,0.45137927
0.8442999999999999,0.46283898,0.8532278481012658,0.4338297
0.84857,0.44753927,0.8529746835443037,0.4404187
0.85163,0.4362945,0.8538607594936707,0.4233636
0.85588,0.42347553,0.8621518987341772,0.4050408
0.8579600000000001,0.41456506,0.86,0.40074697
0.8598600000000001,0.40762702,0.8669620253164558,0.39323884
0.86222,0.39907447,0.8682278481012659,0.38115585
0.8647999999999999,0.3929625,0.858860759493671,0.4023415
0.86684,0.38609344,0.8709493670886075,0.3787498
0.8666900000000001,0.38383582,0.8699367088607595,0.38143545
0.86984,0.37643299,0.8674050632911393,0.38853857
0.87133,0.37143862,0.8720886075949367,0.3661653
0.87193,0.36882386,0.8658860759493671,0.39096293
0.87285,0.36432862,0.8737974683544304,0.36236104
0.87434,0.35956988,0.8731645569620252,0.3637391
0.875,0.35776228,0.8772151898734178,0.35412553
0.8754200000000001,0.35331827,0.8720886075949367,0.35901237
0.87681,0.35154298,0.8713924050632912,0.35812208
0.87762,0.34722576,0.8746835443037976,0.3566052
0.87938,0.34398168,0.8739873417721519,0.35083422
0.8786700000000001,0.34322432,0.8785443037974684,0.3436652
0.8804599999999999,0.3388174,0.8794303797468356,0.34077638
0.88034,0.3368833,0.8763924050632911,0.34791556
0.88139,0.33384874,0.8768354430379747,0.34792382
0.88249,0.3312213,0.8821518987341772,0.33836854
0.8832700000000001,0.33020908,0.8770253164556961,0.3436755
0.88346,0.32786345,0.8803164556962028,0.34042418
0.88344,0.32550633,0.8818354430379748,0.33710015
0.8857999999999999,0.32331738,0.8773417721518988,0.33877495
0.8857200000000001,0.32182097,0.8818354430379746,0.33673245
0.8855,0.32069328,0.8801898734177217,0.33343467
0.8862000000000001,0.318528,0.8817721518987341,0.33695856
0.88736,0.31665027,0.8801265822784811,0.33126378
0.8875400000000001,0.3145396,0.8825316455696203,0.33009276
0.88836,0.31315687,0.8845569620253165,0.3269626
0.88819,0.31169793,0.8834810126582276,0.32959273
0.88855,0.30985382,0.8824683544303797,0.32531488
0.88949,0.30821887,0.8862025316455695,0.32225552
0.8900699999999999,0.30750093,0.8843037974683544,0.33400542
0.8901600000000001,0.30616108,0.8822151898734176,0.3285154
0.8906600000000001,0.3042795,0.8824683544303797,0.32756907
0.8911100000000001,0.3026219,0.8849367088607595,0.32198402
0.8909400000000001,0.30125,0.8846835443037975,0.32790306
0.89241,0.29977882,0.8828481012658228,0.32692304
0.89122,0.29944566,0.8821518987341773,0.32650152
0.89185,0.29865703,0.8856962025316456,0.32682294
0.89209,0.2973507,0.8856329113924051,0.3205438
0.8928100000000001,0.29603228,0.8826582278481013,0.3211132
0.8925500000000001,0.29462397,0.8816455696202532,0.32799503
0.8931300000000001,0.29361323,0.8875316455696202,0.32032853
0.89376,0.29271924,0.884493670886076,0.3199452
0.8945599999999999,0.29167718,0.8772784810126583,0.33834022
0.8945599999999999,0.29046172,0.8854430379746834,0.31836802
0.89453,0.28966323,0.8838607594936707,0.32117337
0.8942,0.28889197,0.8853797468354432,0.3205801
0.8956000000000001,0.28778145,0.8878481012658228,0.3250756
0.8951500000000001,0.28680322,0.8883544303797466,0.3158899
0.8964099999999999,0.2851333,0.8850000000000001,0.32551178
0.8963199999999999,0.2845553,0.8857594936708861,0.31805047
0.89651,0.28352472,0.8875949367088608,0.31245238
0.89624,0.28233513,0.8755696202531648,0.3449945
0.89698,0.2821861,0.8850632911392408,0.31962088
0.89668,0.28121623,0.8856329113924051,0.32776237
0.8975,0.2804009,0.8832278481012659,0.32428423
0.8973099999999999,0.27955106,0.8820886075949368,0.32684013
0.89751,0.27821156,0.8851898734177213,0.32353655
0.8981800000000001,0.27853674,0.8883544303797469,0.31333384
0.89908,0.27623773,0.8846835443037975,0.32219875
0.8995299999999999,0.27589357,0.8846835443037975,0.32332727
0.89903,0.27504686,0.8870253164556963,0.31617552
0.89873,0.27563703,0.8848101265822785,0.31805754
0.8994,0.27465096,0.88746835443038,0.3177871
0.89913,0.2743869,0.8860759493670886,0.31660885
0.90007,0.27247053,0.8886075949367089,0.31525534
0.9000199999999999,0.27211323,0.8867721518987343,0.31311595
0.89967,0.27122295,0.8841139240506327,0.32109815
0.9003099999999999,0.26985377,0.8825316455696203,0.31897464
0.90103,0.26982525,0.8832278481012659,0.3257986
0.90066,0.2690122,0.8855696202531647,0.31785342
0.90149,0.26875922,0.8853164556962025,0.31187627
0.9020799999999999,0.26799682,0.8854430379746836,0.32475445
0.90101,0.2674374,0.882721518987342,0.32254612
0.90101,0.2672148,0.8846202531645571,0.32076073
0.9023199999999999,0.26607838,0.8875949367088608,0.32348526
0.90227,0.26576874,0.8841139240506329,0.32341862
0.90189,0.26539397,0.8834810126582279,0.32347915
0.90268,0.26448286,0.8849367088607595,0.31724614
0.90196,0.2631206,0.8853164556962027,0.32222462
0.90186,0.26378796,0.885632911392405,0.31944218
0.90306,0.26259437,0.8854430379746836,0.31726694
0.90373,0.2620044,0.8877215189873418,0.31726784
